connector,status_message,link_name
2040,"भारत-बांग्लादेश के बीच दूसरे वनडे मैच के बाद में बांग्लादेशी क्रिकेट प्रेमियों ने भारतीय फैन सुधीर गौतम पर हमला कर दिया, जानें क्यों...
क्लिक कर पढ़ें...",टीम इंडिया के फैन सुधीर गौतम पर बांग्लादेश में हमला
2041,"सैफ अपने जीजा का करियर बनाने के लिए कैसे जतन कर रहे हैं, देखिए इस विडियो में...","सैफ अपने जीजा का करियर बनाने के लिए कैसे जतन कर रहे हैं, देखिए इस विडियो में..."
2042,अंतरराष्ट्रीय योग दिवस के मौके पर आप भी कॉमेंट कर बताएं अपना जवाब और साझा करें अनुभव -,Timeline Photos
2043,दिल्ली से पिथौरागढ़ जा रही बस अल्मोड़ा में थ्याड़ी गांव के पास खाई में गिर गई। पढ़ें खबर -,"उत्तराखंडः अल्मोड़ा में बस के खाई में गिरने से 14 की मौत, 22 घायल"
2044,IIT एंट्रेस के टॉप-500 में शामिल अपने 2 बेटों के लिए अब धर्मराज खुशी मना सकेंगे क्योंकि राहुल गांधी और अखिलेश यादव उनकी मदद करेंगे...,IIT टॉप-500 वाले भाइयों की मदद करेंगे राहुल गांधी और अखिलेश यादव
2045,"इंडियन टीम की क्या है दिक्कतें, किन कमजोरियों पर ध्यान देकर वह बांग्लादेश से कर पाएगी हिसाब बराबर...
सब कुछ पढ़ें बस फोटो पर एक क्लिक कर और बाकी खेल खबरों के लिए Like करें NBT Sports",हिसाब बराबर करने के इरादे से उतरेगी टीम इंडिया
2046,एडमिशन से जुड़ी सारी जानकारी पाएं यहां - http://navbharattimes.indiatimes.com/planet-campus/delhi-education-summit/planetcampus.cms,Navbharat Times Online's cover photo
2047,"मुंबई की बारिश, सुहानी नहीं सिरदर्द। जानें ये जरूरी फैक्ट्स -",Timeline Photos
2048,"आडवाणी से खफा क्यों हुआ Rashtriya Swayamsevak Sangh : RSS, फोटो पर क्लिक करके जानें...",आडवाणी से खफा हुआ RSS
2049,"राज ठाकरे का साथ कैसे दिया सलमान खान ने, देखें इस विडियो में...","राज ठाकरे का साथ कैसे दिया सलमान खान ने, देखें इस विडियो में..."
2050,,Navbharat Times Online's cover photo
2051,"एक लड़के ने अपनी गर्लफ्रेंड को कुछ तस्वीरें भेजीं, लेकिन वे इंटरनेट पर वाइरल क्यों हो गईं, फोटो पर क्लिक करके देखिए, आपको खुद समझ में आ जाएगा...",मोहब्बत की खूबसूरती बयां करतीं 9 तस्वीरें
2052,"फीमेल 'वायग्रा' को मंजूरी क्यों नहीं मिली, फोटो पर क्लिक करके जानें...",फीमेल 'वायग्रा' को नहीं मिली मंजूरी
2053,"मुस्तैद सिपाही ने एक घंटे में 35 लाख रुपए की लूट कैसे पकड़ी, फोटो पर क्लिक करके जानें...",सिपाही ने एक घंटे में पकड़ी 35 लाख की लूट
2054,"शिल्पा शेट्टी PM नरेंद्र मोदी से क्यों कह रही हैं कि उन्हें इन्विटेशन नहीं मिला, देखिए इस विडियो में...","शिल्पा शेट्टी को PM मोदी का कैसा इन्विटेशन नहीं मिला, देखें..."
2055,रमजान मुबारक #RamadanMubarak,Timeline Photos
2056,भारत में वॉन्टेड आईपीएल के पूर्व कमिश्नर ललित मोदी के साथ दिखाई गई 'मानवता' पर नरेंद्र मोदी सरकार बुरी तरह घिर गई है। पढ़ें पूरी खबर...,'एक साजिशाना चुप्पी साधे हुए हैं मोदी'
2057,फीमेल 'वायग्रा' के नाम से मशहूर महिलाओं की यौन इच्छा बढ़ाने वाली दवा पर अंतिम फैसला एक बार फिर अटक गया है। तस्वीरों में देखें क्या है इस दवा की खासियत...,फीमेल 'वायग्रा' पर फिर अटक गया FDA! - Navbharat Times
2058,ललित मोदी ने वसुंधरा राजे के बेटे की कंपनी में लगाए 11 करोड़ रुपये। AAP के 21 विधायकों पर चलेगा केसा। दिनभर की ऐसी ही पांच बड़ी खबरें देखने के लिए यहां क्लिक करें।,
2059,"दिल्ली की हवा किस कदर जहरीली हो गई है, फोटो पर क्लिक करके जानें...",हवा में घुलते जहर से रोज मरते हैं 80 दिल्लीवाले
2060,Bharatiya Janata Party (BJP) के अध्यक्ष Amit Shah मोहम्मद तमन्ना से योग सीखेंगे। फोटो पर क्लिक करके पढ़ें पूरी खबर...,मुस्लिम ट्रेनर से योग सीखेंगे बीजेपी अध्यक्ष अमित शाह
2061,"Aamir Khan की जिंदगी में कौन-सी 4 नई लड़कियां आई हैं, जिनके साथ वह हमेशा रहते हैं, फोटो पर क्लिक करके जानें...",इन चार लड़कियों के साथ हमेशा रहते हैं आमिर!
2062,"फेयरनेस क्रीम के बाद अब कंगना के निशाने पर क्यों हैं ऑनलाइन शॉपिंग वेबसाइट्स, देखिए इस विडियो में...","अब कंगना के निशाने पर क्यों हैं ऑनलाइन शॉपिंग वेबसाइट्स, देखिए इस विडियो में..."
2063,ललित मोदी विवाद में सुषमा स्वराज के इस्तीफे के लिए और हमलावर हुए विरोधी दल। NBT एक्सप्रेस में  देखें दिन भर की पांच बड़ी खबरें...,
2064,"श्याओमी का सेकंड जेनरेशन रेडमी नोट इंटरनेट पर छा गया है। फोटो पर क्लिक करके देखिए, क्या है खास...

ऐसी खबरों से सबसे पहले अपडेट रहना चाहते हैं, तो लाइक कीजिए NBT Tech","29 को आएगा रेडमी नोट 2, अभी देखिए फीचर्स"
2065,"महेश भट्ट ने 'तनु वेड्स मनु रिटर्न्स' और 'पीकू' पर निशाना क्यों साधा, देखिए इस विडियो में...","महेश भट्ट ने 'तनु वेड्स मनु रिटर्न्स' और 'पीकू' पर निशाना क्यों साधा, देखिए इस विडियो में..."
2066,"छोटा राजन ने 15 करोड़ रुपए का हफ्ता किससे मांगा, फोटो पर क्लिक करके जानें...","छोटा राजन ने फिर उठाया सिर, मांगा 15 करोड़ का हफ्ता"
2067,,Timeline Photos
2068,,Timeline Photos
2069,"पूर्व आईपीएल कमिश्नर ललित मोदी की मदद के मामले में विदेश मंत्री सुषमा स्वराज पर कांग्रेस ने तेज किया हमला। सुषमा के इस्तीफे की मांग करते हुए...

अन्य बड़ी खबरों के लिए देखें विडियो...",
2070,क्या आप मिस यूनिवर्स इंडिया बनना चाहती हैं? अप्लाई करने के लिए यहां क्लिक करें - http://beautypageants.indiatimes.com/missdiva2015.cms,Timeline Photos
2071,"12 साल के आदित्य और उस जैसे हजारों मासूम बच्चों को Narendra Modi का इंतजार है। ऐसे में, पीएम को क्या करना चाहिए, पढ़िए निखिल श्रीवास्तव के ब्लॉग में...","मोदीजी, अंत्योदय की कतार में आदित्य दिखा क्या आपको?"
2072,"अमिताभ बच्चन ने मीडिया से बात करने से क्यों किया इनकार, देखें इस विडियो में...","अमिताभ बच्चन ने मीडिया से बात करने से क्यों किया इनकार, देखें इस विडियो में..."
2073,IPL के पूर्व कमिश्नर ललित मोदी की मदद करने को लेकर बीजेपी और संघ ने विदेश मंत्री सुषमा स्वराज का बचाव किया है। देखें विडियो...,
2074,"अमरीका ने चीन के इस कदम को साउथ चाइना सी में तनाव के मद्देनजर 'सैन्य अभ्यास की इंतेहा' करार दिया है। आखिर चीन ने ऐसा क्या किया है?

क्लिक करके जानिए पूरी खबर...",अमरीका ने चीन के इस कदम को साउथ चाइना सी में तनाव...
2075,"35 अफसर गिरफ्तार, 152 अरेस्ट। दिल्ली सरकार का भ्रष्ट अधिकारियों पर की गई कार्रवाई का यह विज्ञापन विवादों में था। लेकिन केजरीवाल ने इन 35 अधिकारियों के नाम बताकर विरोधियों के सवालों का जवाब देने की कोशिश की है...",दिल्ली सरकार ने गिनाए अरेस्ट हुए 35 करप्ट अफसर
2076,राजधानी दिल्ली और एनसीआर समेत देश के कई हिस्सों में बारिश से गर्मी से थोड़ी राहत मिली है। तस्वीरों में देखिये लोगों ने कैसे बारिश का पूरा लुत्फ उठाया...,दिल्ली- मुंबई में बारिश से खुशनुमा हुआ मौसम
2077,दिन भर की बड़ी खबरों के लिए देखिये एनबीटी खबर एक्सप्रेस...,
2078,दिल्ली से लंदन जाने वाले एयर इंडिया के एक विमान में एक यात्री को दिए गए खाने में छिपकली पाई गई। हालांकि एयरलाइन से इससे इनकार कर दिया है। देखें वीडियो...,
2079,"पीसीबी चीफ शहरयार खान ने उन खबरों को बेबुनियाद करार दिया, जिसमें कहा जा रहा था कि पाक की ओर से जिम्बाब्वे के खिलाड़ियों को रिश्वत मिली। पढ़ें-","हमने जिम्बाब्वे के खिलाड़ियों को खर्चा दिया, रिश्वत नहीं: PCB चीफ"
2080,"कंगना और दीपिका भले ही दावा करती हैं कि वे एक-दूसरे की अच्छी दोस्त हैं, मगर नंबर वन की पोजिशन के लिए उनमें होड़ मची है। अब दोनों आमिर खान को इम्प्रेस करने में जुटी हैं। जानिए, क्यों...",आमिर को क्यों इम्प्रेस करना चाहती हैं कंगना और दीपिका?
2081,"बिहार के सीएम Nitish Kumar ने दावा किया कि जब 2005 में उन्होंने सत्ता संभाली थी, तब राज्य में थानों की स्थिति दयनीय थी। पढ़ें और क्या-क्या बोले नीतीश...",नीतीश ने की लालू शासन की जमकर बुराई
2082,"बिहार में बीएससी थर्ड इयर का एग्जाम देते हुए छात्रों का एक विडियो सामने आया है, जिसमें सभी छात्र खुलेआम सामूहिक नकल कर रहे हैं। यह सूरत देखकर शिक्षा के स्तर के बारे में बहस करना बेइमानी लगता है। देखें विडियो...",
2083,दिल्ली के पावर रेग्युलेटर डीईआरसी ने शुक्रवार को दिल्ली में पावर टैरिफ 6 पर्सेंट बढ़ा दिया। जानें कब से लागू होंगे नए चार्ज...,दिल्ली में छह फीसदी महंगी हुई बिजली
2084,"कुछ दिनों या हफ्तों में बैंक अपने ब्याज दरों में 'अच्छी खासी' कटौती करने जा रहे हैं। आपको भी इसका फायदा होगा, लेकिन क्या? जानने के लिए क्लिक कर पढ़ें पूरी खबर...

इस तरह की जरूरी और काम आने वाली खबरों के लिए हमारा फेसबुक पेज Economic Times Hindi लाइक करें।",अच्छे दिनः और सस्ता होगा बैंक लोन
2085,'आप' विधायकों पर लगे आरोपों की वजह से सीएम केजरीवाल पर 'नैतिक दीवालियापन' और 'नैतिक अधिकार खोने' जैसे आरोप लग रहे हैं। पढ़ें पूरी खबर...,तोमर को लेकर योगेंद्र और प्रशांत के निशाने पर केजरीवाल
2086,"आपके लिए अच्छी खबर है। अब आप अपना होम लोन अगर State Bank of India में शिफ्ट करते हैं तो आपको सस्ता पड़ेगा। कैसे, जानने के लिए फोटो पर क्लिक करें...

बिजनस की काम की खबरों के लिए Economic Times Hindi  फेसबुक पेज को लाइक करें।","SBI में शिफ्ट करें होम लोन, पड़ेगा सस्ता"
2087,यूपी के एक जिले में पुलिसवाले की एक सेक्सिस्ट टिप्पणी उस पर भारी पड़ गई। महिला ने थाने में ही उसकी जमकर पिटाई की...,"पुलिसवाले को भारी पड़ा गंदा कॉमेन्ट, महिला ने धुना"
2088,फर्जी डिग्री के मामले में फंसे 'आप' नेता और दिल्ली के पूर्व कानून मंत्री जितेंद्र तोमर को अदालत से कोई राहत नहीं मिली। क्लिक करके देखिए विडियो...,
2089,"आप दिल्ली-मुंबई में रहते हैं? और नौकरी की तलाश में हैं? चिंता की कोई बात नहीं, मिल जाएगी नौकरी, बस आपको इन जगहों का रुख करना होगा। कहां का रुख करना होगा यह जानने के लिए फोटो पर क्लिक करें...

इस तरह की काम की खबरों के लिए Economic Times Hindi  फेसबुक पेज लाइक करें।",यहां मिलेगी नौकरी!
2090,भागवद गीता के कॉम्पिटिशन में फर्स्ट प्राइज जीतने वाली 12 साल की मुस्लिम लड़की मरयम सिद्दीकी ने इनाम लौटा दिया। जानें मरियम ने क्यों किया ऐसा...,गीता क्विज जीतने वाली मुस्लिम लड़की ने प्राइज मनी लौटाई
2091,सोनम कपूर को उनके जन्मदिन पर बॉलिवुड के बड़े सितारों ने किया विश। देखें विडियो...,
2092,"इस विडियो में देखिए, क्या हुआ जब कोर्ट से निकली एक महिला ने रिपोर्टर के चेहरे पर लगा दी जलती हुई सिगरेट...",जब महिला ने रिपोर्टर के चेहरे पर लगा दी सिगरेट
2093,मेडिकल सायेंस की तरक्की का अंदाजा इस बात से लगाया जा सकता है कि डॉक्टरों ने एक मरीज के फेफड़े में 7 साल से फंसे मछली के कांटे को निकाल दिया। पढ़ें खबर...,फेफड़े में 7 साल से फंसा मछली का कांटा निकाला
2094,यूपी के मंत्री के खिलाफ लिखने पर पत्रकार को जिंदा जलाया? देखें विडियो...,
2095,'आप' सरकार के कानून मंत्री जितेंद्र तोमर के कथित फर्जी डिग्री मामले से पहले भी कई नेताओं पर ऐसे आरोप लग चुके हैं। पढ़ें पूरी खबर...,जितेंद्र तोमर से पहले ममता और वरुण की डिग्री पर भी उठे थे सवाल
2096,"60 साल की उम्र में एक महिला बनी मां, क्लिक करके देखिए पूरा विडियो...",
2097,"11 जून को मराठी फिल्म 'नागरिक' की स्टारकास्ट होगी हमारे साथ। अनुभवी अभिनेताओं के साथ इस खास 'हैंगआउट चैट' में पूछे जाएंगे आपके भी सवाल। नीचे लिंक पर क्लिक कर पूछिए अपना सवाल-

http://maharashtratimes.indiatimes.com/campaigns/sandesh/47581834.cms",Timeline Photos
2098,"सीरियल में जहां जेठा लाल मस्तमौला और हंसमुख दिखते हैं, वहीं असल जिंदगी में वह बिल्कुल अलग हैं। क्यों, फोटो पर क्लिक करके पढ़ें-",'तारक मेहता का उल्टा चश्मा' के सेट की लाइव रिपोर्ट
2099,"ब्रेकिंग न्यूज : दिल्ली के कानून मंत्री जीतेंद्र तोमर गिरफ्तार किए गए। चल रहा था फर्जी डिग्री का मामला। यहां मिलेगा खबर का हर जरूरी अपडेट- 

http://navbharattimes.indiatimes.com/NBT-LIVE-UPDATE/indialiveblog/47594226.cms",Timeline Photos
2100,बिहार में बीजेपी के खिलाफ साझा मोर्चा बनाने को लेकर जेडीयू और आरजेडी में सीएम कैंडिडेट को लेकर सहमति बन गई है। देखें विडियो...,
2101,"जानें, हम किस क्षेत्र में बांग्लादेश से भी पिछड़े हुए हैं...

बिजनस की काम की खबरों के लिए हमारे फेसबुक पेज Economic Times Hindi को लाइक करें।",चीन द्वारा छोड़े गए मौके से फायदा नहीं उठा सका भारत
2102,"विराट कोहली का मानना है कि टीम काफी सीख चुकी है और अब परफॉर्म करने और रिजल्ट देने का वक्त है, पढ़ें खबर...",सीखने का नहीं अब परिणाम देने का समय: कोहली
2103,"यूपी सरकार में दर्जा प्राप्त मंत्री तोताराम यादव ने रेप पर दिया है विवादित बयान...
क्लिक करके देखें विडियो...",
2104,"स्नैपडील ने ऑनलाइन सेल में एक करोड़ का एक घर बेचा। इस सेल के बारे में जानने के लिए  फोटो पर क्लिक करें...

बिजनस की काम की खबरों के लिए हमारे फेसबुक पेज Economic Times Hindi को लाइक करें।",स्नैपडील ने 1.1 करोड़ रुपये का घर ऑनलाइन बेचा
2105,"कॉलेज में ऐडमिशन से जुड़ा कोई भी सवाल हो, तो NBT के खास सेमिनार में हिस्सा लेकर पूछें, फोटो पर क्लिक करके जानें कहां, कब हैं सेमिनार...

ऐडमिशन से जुड़ी जानकारियों के लिए क्लिक करकें - http://navbharattimes.indiatimes.com/planetcampus.cms",एनबीटी एक्सक्लूसिव सेमिनार में हिस्सा लेने का मौका
2106,"अमिताभ बच्चन की आने वाली फिल्म वजीर किस फिल्म से मिलती-जुलती है, देखिए इस विडियो में...","अमिताभ बच्चन की आने वाली फिल्म वजीर किस फिल्म से मिलती-जुलती है, देखिए इस विडियो में..."
2107,"आपको बाल कितने छोटे करवाने चाहिए, फोटो पर क्लिक करके पढ़ें मस्त जोक,  आप इससे जरूर सहमत होंगे... :P",जोक: जब नाई ने पूछा कि बाल कितने छोटे करने हैं
2108,विश्व पर्यावरण दिवस पर खास,Timeline Photos
2109,"मैगी से पहले कई मशहूर ब्रैंड्स पर कैसे ज्यादा गंभीर आरोप लग चुके हैं, फोटो पर क्लिक करके जरूर जानें...",मैगी से पहले इन ब्रैंड्स पर भी लगे हैं मिलावट के आरोप
2110,"विद्या बालन अब रोमांस करेंगी रजनीकांत के साथ, देखिए विडियो...","विद्या बालन अब रोमांस करेंगी रजनीकांत के साथ, देखिए विडियो..."
2111,टॉइलट में ऑफिस? किसी टॉइलट का ऐसा यूज आपने शायद पहली बार सुना होगा। क्लिक करके पढ़िए क्या है मामला...,पब्लिक टॉइलट में एसी वाला कम्प्यूटर ऑफिस!
2112,"करियर में है कन्फ्यूजन, एनबीटी सेमिनार में आएं और जाने माने काउंसलर्स से पाएं सॉल्यूशन 
7 जून को सुबह 9:30 से दोपहर 12:30 बजे तक, ऐवान-ए-गालिब ऑडिटोरियम, माता सुंदरी लेन, आईटीओ। 
क्लिक करें और पढ़ें :
http://navbharattimes.indiatimes.com/planet-campus/campus-beat/delhi/-/planetcollegedetails/47527727.cms",Timeline Photos
2113,"एनबीटी प्लैनेट कैंपस लाया है ऐप्टिट्यूड टेस्ट, जो आपके बच्चे के अंदर छुपे टैलेंट से कराएगा रूबरू। ऐप्टिट्यूड टेस्ट के साथ पाए बेस्ट काउंसलर्स से बात करने का मौका।  
पूरी डिटेल के लिए क्लिक करें : 
http://navbharattimes.indiatimes.com/planet-campus/photo-gallery/planetphotoshow/47500662.cms

ऐप्टिट्यूड टेस्ट के लिए क्लिक करकें - http://navbharattimes.indiatimes.com/planet-campus/photo-gallery/planetphotoshow/47500662.cms

NBT प्लैटेन कैंपस पर पाएं एडमिशन से जुड़ी सारी चीजें - http://navbharattimes.indiatimes.com/planetcampus.cms",Timeline Photos
2114,"सुशांत सिंह राजपूत के पास हैं कितनी बड़ी फिल्में, देखिए इस विडियो में...","सुशांत सिंह राजपूत के पास हैं कितनी बड़ी फिल्में, देखिए इस विडियो में..."
2115,गोवा में छुट्टियां मनाने गईं दिल्ली की 2 महिलाओं से गैंग रेप किया गया। फोटो पर क्लिक करके पढ़िए पूरी खबर...,गोवा में दिल्ली की 2 महिलाओं से गैंगरेप
2116,पुलिस को अपनी सहयोगी बनाकर एनसीपी नेता ने आश्रम से लड़की के अपहरण की कोशिश की। सीसीटीवी फुटेज में कैद हुआ मामला। देखें विडियो...,
2117,सेहत की कसौटी पर नाकाम पाई गई मैगी नूडल्स की बिक्री पर दिल्ली सरकार ने तत्काल प्रभाव से 15 दिन की रोक लगा दी है। देखें विडियो...,
2118,"दिल्ली में Arvind Kejriwal और नजीब जंग के बीच कैसे पिस रही है दिल्ली की जनता, फोटो पर क्लिक करके पढ़ें ब्लॉग और अपनी बात रखें...","ब्लॉग: AK-LG की चक्की, गेहूं बनी जनता"
2119,"अमेरिका में बंदूकधारी लुटेरे को एक भारतीय ने कैसे मार भगाया, देखिए इस विडियो में...","अमेरिका में बंदूकधारी लुटेरे को एक भारतीय ने कैसे मार भगाया, देखिए इस विडियो में..."
2120,"कान फिल्म फेस्टिवल में ऐश्वर्या की एंट्री क्यों रोकी गई, देखिए इस विडियो में...","कान फिल्म फेस्टिवल में ऐश्वर्या की एंट्री क्यों रोकी गई, देखिए इस विडियो में..."
2121,बिहार से अफसरों को लाने पर दिल्ली के सीएम अरविंद केजरीवाल और लेफ्टिनेंट गवर्नर नजीब जंग फिर आमने-सामने आ गए हैं। देखें विडियो...,
2122,"चंडीगढ़ में पब के बाहर हुआ बवाल, विडियो में देखें किस तरह नशे में मारपीट करते रहे लोग...",
2123,"गर्मियों में नेता छुट्टी मनाने जाते थे, लेकिन राहुल गांधी के ऐक्टिव होने से उनकी छुट्टियां कैसे खतरे में पड़ीं, फोटो पर क्लिक करके जानें...",राहुल गांधी के ऐक्टिव होने से कांग्रेसी नेताओं की गर्मियों की छुट्टी पर संकट
2124,"अनिल कपूर की बेटियां चर्चा में रहती हैं, लेकिन बॉलिवुड में आ रहा बेटा क्यों नहीं, देखिए इस विडियो में...","अनिल कपूर की बेटियां चर्चा में रहती हैं, लेकिन बॉलिवुड में आ रहा बेटा क्यों नहीं"
2125,"अपनी पत्नी के गर्भपात से गुस्साए एक व्यक्ति ने उसका इलाज कर रही महिला डॉक्टर की जमकर पिटाई कर दी।

अन्य बड़ी खबरों के लिए देखें वीडियो...",
2126,"मुफ्ती सरकार ने सेना के लिए कैसी भारी मुश्किल खड़ी की, फोटो पर क्लिक करके जानें...",मुफ्ती सरकार की वजह से परेशानी में सेना
2127,"बिहार के चुनाव के लिए कांग्रेस सत्तारूढ़ जेडी (यू) को क्यों चुन सकती है, फोटो पर क्लिक करके जानें...","...तो फिर बिहार में लालू नहीं, नीतीश के साथ जाएगी कांग्रेस"
2128,"सलमान खान से फिल्म किसने छीनी, देखिए इस विडियो में...","सलमान खान से फिल्म किसने छीनी, देखिए इस विडियो में..."
2129,"मुंबई के एक हाउसिंग सोसायटी में एक बिजनसमेन को सिर्फ इसलिए घर खरीदने से रोक दिया गया क्योंकि वह मराठी है।

अन्य बड़ी खबरों के लिए क्लिक कर देखें विडियो...",
2130,"जानें, कल से किन चीजों पर आपको जेब करनी पड़ेगी ढीली...

बिजनस की काम की खबरों के लिए हमारे फेसबुक पेज Economic Times Hindi को लाइक करें।",कल से इन चीजों पर आपको जेब करनी होगी ढीली
2131,जज माइकल लोगों को उनके किए की सजा उसी अंदाज में देने के लिए जाने जाते हैं... पढ़ें क्या सजा मिली महिला को...,ओहियो में एक अनोखा मामला सामने आया है। यहां जज ने एक महिला को 48 किलोमीटर चलने की सजा
2132,"जानें, अब नोट छपाई वाले कागज की फैक्ट्री अपने देश में कहां-कहां लगी है...

बिजनस की काम की खबरों के लिए हमारे फेसबुक पेज Economic Times Hindi को लाइक करें",अब देश में ही तैयार होंगे करंसी नोट के पेपर
2133,"हेमा मालिनी ने बताया, बिल्कुल ठीक हैं धर्मेंद्र, देखिए यह विडियो...","हेमा मालिनी ने बताया, बिल्कुल ठीक हैं धर्मेंद्र, देखिए यह विडियो..."
2134,"NBT खबर एक्सप्रेस पर देखिए, दिन भर की बड़ी खबरें...",
2135,राष्ट्रपति प्रणब मुखर्जी ने पूर्व प्रधानमंत्री अटल बिहारी वाजपेयी को दिल्ली स्थित उनके आवास पर जाकर उन्हें भारत रत्न से सम्मानित किया। यह है अटल जी की सालों बाद सार्वजनिक हुई तस्वीर।,Timeline Photos
2136,कंज्यूमर फोरम ने एक डॉक्टर को निर्देश दिया है कि वह एक महिला को 19 लाख रुपये हर्जाना दे। क्लिक करके जानिए पूरा मामला...,डिलिवरी के दौरान गायब रहने पर बच्चे की मौत
2137,"यहां मिलेगी मस्त-मस्त जोक्स की फुल डोज़...
http://navbharattimes.indiatimes.com/jokes.cms",Cover Photos
2138,"नवभारत टाइम्स लाया है आपके लिए टॉप एजुकेशन काउंसलर्स से करियर टिप्स लेने का मौका। 28 मार्च को 9:30 बजे होगा NBT लाइव सेमिनार। इसमें एंट्री फ्री है, लेकिन सीटें पहले आओ, पहले पाओ के आधार पर मिलेंगी। अपनी सीट बुक करने के लिए 58888 पर मेसेज करें: NBTSeminar<space>अपना नाम

ज्यादा जानकारी के लिए फोटो पर क्लिक करें।",Timeline Photos
2139,"भारत और ऑस्ट्रेलिया के बीच मैच का लाइव स्कोर देखने के लिए फोटो पर क्लिक करें...
#INDvsAUS #CWC15

मैच के पल-पल के अपडेट्स तुरंत पाने के लिए हमारा खास फेसबुक पेज NBT Sports जरूर लाइक करें।",LIVE स्कोर: भारत vs ऑस्ट्रेलिया
2140,"नवभारत टाइम्स लाया है आपके लिए टॉप एजुकेशन काउंसलर्स से करियर टिप्स लेने का मौका। 28 मार्च को 9:30 बजे होगा NBT लाइव सेमिनार। इसमें एंट्री फ्री है, लेकिन सीटें पहले आओ, पहले पाओ के आधार पर मिलेंगी। अपनी सीट बुक करने के लिए 58888 पर मेसेज करें: NBTSeminar<space>अपना नाम

ज्यादा जानकारी के लिए फोटो देखें।",Timeline Photos
2141,"जल्दी करिए, केवल एक दिन बचा है। नई #MissIndia के लिए वोट करिए और जीतिए हजारों के वाउचर्स। सभी वोट करने वालों को ऊबर पर 200 रुपए के फ्री सफर का मौका मिलेगा। केवल 26 मार्च तक ही वोट किए जा सकते हैं। वोट के लिए क्लिक करें: http://beautypageants.indiatimes.com/miss-india/super-judge-contest-2015/missindia2015poll.cms",Femina Miss India
2142,"कहीं कोई आपका ईमेल तो ट्रैक नहीं कर रहा? जानिए तस्वीर पर क्लिक कर के...

इंटरनेट, मोबाइल और कंप्यूटर से जुड़ी ऐसी और टिप्स तुरंत पाने के लिए हमारा खास फेसबुक पेज NBT Tech जरूर लाइक करें।",जानें: कहीं आपके ई-मेल तो नहीं हो रहे ट्रैक
2143,"अपना ख्वाब पूरा करने के लिए कंगना को बहुत कुछ करना पड़ा और बहुत दर्द भी सहने पड़े। नीचे लिंक पर क्लिक करके जानिए कंगना की कहानी...

http://navbharattimes.indiatimes.com/photomazza/bollywood-hollywood-photogalleries/national-award-winner-kangana-ranaut-lesser-known-facts/kangna-ranaut-wins-national-award/photomazaashow/46686213.cms",Timeline Photos
2144,क्या समाजवादी पार्टी और BJP के बीच सांठ-गांठ है? फोटो पर क्लिक करके जानिए 6 बातें और बताइए कि आप क्या सोचते हैं...,क्या SP और BJP के बीच सांठ-गांठ है?
2145,"तस्वीर में दिख रहे इस विडियो से मुजफ्फर नगर में दंगे भड़के, जिसे सोशल साइट्स पर खूब शेयर किया गया था, जबकि यह विडियो वास्तव में पाकिस्तान के सियालकोट में घटी एक घटना का था। क्या सुप्रीम कोर्ट के फैसले से फेसबुक पर झूठ फैलानी की आजादी मिलती है? लिंक क्लिक करके पढ़ें और अपनी बात रखें - http://blogs.navbharattimes.indiatimes.com/ekla-chalo/entry/facebook-lies",Timeline Photos
2146,"जिस Shahid Kapoor की लाखों दीवानी हैं, उससे शादी से इनकार करने वाली मीरा राजपूत के बारे में जानिए लिंक क्लिक करके - http://navbharattimes.indiatimes.com/photomazza/bollywood-hollywood-photogalleries/lesser-known-facts-about-meera-rajput/shahid-kapoor-and-meera-rajput/photomazaashow/46684806.cms",Timeline Photos
2147,"किस वजह से सांसद होटेल में रुके हैं, जिसके 25 करोड़ रुपए के बिल का भुगतान सरकार करेगी, लिंक पर क्लिक करके जानें - http://navbharattimes.indiatimes.com/metro/delhi/other-news/mp-stayed-in-hotels-bill-charge-25-crore/articleshow/46679547.cms",Timeline Photos
